originaltimestamp,uuid,yourname,originalmeetingdate,meetingcode,issueid,meetingname,structure,structurecounty,structuredistrict,status,issuedistrict,community,category,raisedby,disputant,duration,actionplancommittee,actionplandescription,actionplannotes,ongoing_resolved,resolutiondate,report_ongoing,googledocs,resolution,updatetype,resolutiontype,updatedate,updatedescription,mediationdate,mediationoutcome,issuedescription,issuename,issuenotes,statusnotes,referraldate,referredto,referralnote
42556,2016-07-CF-BH-00453,SAM W. WORLOH,42555,2016-07-CF-BH,00453,"July, 2016 Grand Gedeh CF",CF,Grand Gedeh,B'hai,Long-term issue,B'hai,"B'hai Niko,Toe Town, Senne-wen, Duogee Town, Tian Town and B'hai Johzon",Public Health and Safety,CF,,8,CF mediation committee,Awareness will be done within the affected communities for the repairing of hand pumps.,,,,Ongoing,,,,,,,,,Many towns and villages within the districts are lacking safe drinking water,LACK OF SAFE DRINKING WATER,,Many towns and villages within the districts are lacking safe drinking water,,,
42559,2016-06-NS-KB-00454,Thomas Q. Suah,42541,2016-06-NS-KB,00454,"June, 2016 Nimba NSC",NSC,Nimba,Kparblee,Ongoing violence,Kparblee,Kpaiblee District,Security Services,Community Member,,,"LNP Morris Teamah
MIA Reginald Mehn
BIN Oquewon Gono","CSC in April and was discussed at the May CSC meeting in Sanniquellie.
The CSC resolved to prevail on LNP authorities in Nimba to assign at least three police in the district in June",,,,Ongoing,,". Two uniformed police were seen for the first time at the Behwallay security point on June 4, 2014 by K-DSC and D-CF members
Nimba police authorities confirmed this at the June 18 meeting in Sanniquellie but clarified that the police will be on Temporary Duty of the Year (TTY) until a permanent facility is erected for the police in Behwallay",,Mediated by the structure,,,,,"CSC:
Kpaiblee DSC elevated the issue of’ no police presence in Kpaiblee District’ to the CSC in April and was discussed at the May CSC meeting in Sanniquellie.
The CSC resolved to prevail on LNP authorities in Nimba to assign at least three police in the district in June. That has been addressed. Two uniformed police were seen for the first time at the Behwallay security point on June 4, 2014 by K-DSC and D-CF members
.MLDL and INL teams out in the field that day doing donation of GOL support materials in Kpaiblee also saw the police.
.Nimba police authorities confirmed this at the June 18 meeting in Sanniquellie but clarified that the police will be on Temporary Duty of the Year (TTY) until a permanent facility is erected for the police in Behwallay.",Lack of police presence referred to CSC in May.,,This issue has been resolved by the NCSC,,,
42559,2016-06-NS-GL-00455,Thomas Q. Suah,42541,2016-06-NS-GL,00455,"June, 2016 Nimba NSC",NSC,Nimba,Gbehlay-Geh,Ongoing violence,Gbehlay-Geh,,Security Services,CSC,,,"NCSC Intervention committee members(Morris Teamah,Reginald Mehn,Oquewon Gono) and Gbelay-Geh District local authorities","In the June CSC meeting, NSA reported that since the intervention of the county security council through the local authorizes of Gbelay-Geh District, series of meetings had taken place between the local leaders of the   area on both sides which resulted into the abolition of the mid-night cocoa trade along the borders. ",,,,Ongoing,,,,Mediated by the structure,,,,,"CSC-1:
In May, NSA reported mid night trade in Cocoa at the Liberian-Ivorian border near the port of Loguatuo.CSC resolved at the time to address this concern locally.
In the June CSC meeting, NSA reported that since the intervention of the county security council through the local authorizes of Gbelay-Geh District, series of meetings had taken place between the local leaders of the   area on both sides which resulted into the abolition of the mid-night cocoa trade along the borders.",Illgal mid-night Cocoa trade at Ivorian border,,The issue of illegal midnight  cocoa trade at Ivorian border has been resolved by NCS collaboration with local authorities in Gbelay-Geh District. ,,,
42559,2016-06-DS-GL-00456,Thomas Q. Suah,42529,2016-06-DS-GL,00456,"June, 2016 Nimba DSC",DSC,Nimba,Gbehlay-Geh,Ongoing violence,Gbehlay-Geh,Gblorplay,Security Services,DSC,,,County Inspector Reginald Mehn and BIN deputy commander George Woyou,"The CSC, in its June 20 meeting, instructed the county inspector and BIN deputy commander to visit Gborplay on June 24, 2016 to investigate the issue and make appropriate recommendations to the CSC for resolution. The committee report will be presented at the July 18 meeting in Sanniquellie.",,,,Ongoing,,,,,42538,,42541,,"Gbelay-Geh DSC
The Paramount Chief of Gborplay Chiefdom, Mr. Isaac Duo reported to Gbelay-Geh DSC that BIN personnel assigned in Gborplay port of entry are in the habit of harassing (extortion of money and temporary detention) Ivorian citizens who come to Liberia to transact business and to visit relatives. This act on the part of the BIN has given ground for reprisal by Ivorian security against Liberians travelling to Ivory Coast.
The chief appealed to the DSC to intervene in order to improve the fragile security relationship that has ensured as a result of the BIN behavior.
Chief Duo further revealed that attempts to seek redress from BIN commander in Loguatou have failed because the officers involved are said to be under instruction from Sanniquellie and not the commander in the district. This prompted the Gbelay-Geh DSC to elevate the issue to CSC in Sanniquellie since the BIN personnel in Gborplay are under direct supervision of BIN county commander who himself is a member of the CSC.
The CSC, in its June 20 meeting, instructed the county inspector and BIN deputy commander to visit Gborplay on June 24, 2016 to investigate the issue and make appropriate recommendations to the CSC for resolution. The committee’s report will be presented at the July 18 meeting in Sanniquellie",Harassment of Ivorian business people by BIN personnel,,The issue of BIN harassment in Gborplay  has been resolved by NCSC following  referral to it by GG-DSC.,,,
42559,2016-06-DS-KB-00457,Thomas Q. Suah,42530,2016-06-DS-KB,00457,"June, 2016 Nimba DSC",DSC,Nimba,Kparblee,Security concern,Kparblee,Kaylay,Security Services,CF,,,"K-DSC intervention committee(Richard Wisseh,Sampson Sayon and Morgan Sonyah)","Considering this issue as an international border problem, the leadership of the Dubuzon Community Forum elevated it to the Kpaiblee DSC  whose membership consist of government officials(BIN MIA) in whose purview   border issues fall.
Kpaiblee DSC’s action on this issue will be reported in July meeting.",,,,Ongoing,,,,,42530,,42537,,"Dubuzon CF members from kaylay town (Oretha Bantu and Washington Zeaty) in Kpaiblee District reported at the June 9 meeting that several Liberian citizens who usually attend Toulepleu market in Ivory Coast were arrested and detained for days in reprisal of an alleged previous arrest and seizure of goods from an   Ivorian in Kaylay.
Considering this issue as an international border problem, the leadership of the Dubuzon Community Forum elevated it to the Kpaiblee DSC  whose membership consist of government officials(BIN MIA) in whose purview   border issues fall.
Kpaiblee DSC’s action on this issue will be reported in July meeting.", Arrest of Liberians  by Ivorian Securities in Toulepleu,,,,,
42559,2016-06-NS-GB-00458,Thomas Q. Suah,42541,2016-06-NS-GB,00458,"June, 2016 Nimba NSC",NSC,Nimba,Garr-Bain,Long-term issue,Garr-Bain,Ganta,Government Corruption,CSC,,,"At the June 20 meeting in Sanniquellie,the CSC constituted  a multi-Sectorial  committee  comprising of MIA,LRA,DEA,LNP,Traditional Council(TC) and BIN.","In the wake of continued smuggling of goods ,especially motor bikes into Liberia through unofficial entry points as reported by LRA at the June 20 meeting in Sanniquellie,the CSC constituted  a multi-Sectorial  committee  comprising of MIA,LRA,DEA,LNP,Traditional Council(TC) and BIN to  assess the border line with Guinea  near Ganta and recommend measures that   could control smuggling  of goods in the Ganta area. The committee is required to submit its report to the leadership of the CSC two weeks before the next CSC meeting in July.
It is estimated that over 25 motor cycles enter Liberian through illegal means weekly.",,,,Ongoing,,,,,42545,,42545,,"LRA:
Liberia Revenue Authority (LRA) representative on the CSC reported in the June 20 meeting in Sanniquellie that deputy DEA director for Nimba County (Kenemon) used GOL assigned vehicle to transport 62 cartons of outdated 10% alcoholic beverage into Liberia through Ganta port of entry. He used his official position to intimidate security forces assigned at the gate thereby evading government taxes for personal benefits. He has been placed under suspension by the county commander, Col. Julius Kannebah and the goods confiscated by LRA until the business man he was fronting for pays the appropriate taxes to GOL. 
The fate of deputy DEA county commander is still unclear; however, the CSC resolved to recommend to DEA authorities in Monrovia the indefinite suspension of the officer without pay.
In the wake of continued smuggling of goods ,especially motor bikes into Liberia through unofficial entry points as reported by LRA at the June 20 meeting in Sanniquellie,the CSC constituted  a multi-Sectorial  committee  comprising of MIA,LRA,DEA,LNP,Traditional Council(TC) and BIN to  assess the border line with Guinea  near Ganta and recommend measures that   could control smuggling  of goods in the Ganta area. The committee is required to submit its report to the leadership of the CSC two weeks before the next CSC meeting in July.
It is estimated that over 25 motor cycles enter Liberian through illegal means weekly.",Miss-use of public office ,,,,,
42559,2016-06-NS-GB-00459,Thomas Q. Suah,42541,2016-06-NS-GB,00459,"June, 2016 Nimba NSC",NSC,Nimba,Garr-Bain,Ongoing violence,Garr-Bain,Ganta,Government Corruption,CSC,,,"The Committee comprises of BIN, NSA and LRA. The committee will report at the July meeting in Sanniquellie","The CSC has resolved to address the issue by setting up a committee to investigate the incident. The Committee comprises of BIN, NSA and LRA. The committee will report at the July meeting in Sanniquellie",,,,Ongoing,,,,,42541,,42551,,"DEA:
The county commander of DEA, Col. Julius Kannebah reported that Police has arrested 40 cartons of outdated medical drugs on a truck travelling from Guinea to Liberia through Ganta port.
LNP accused LRA of not properly checking the truck at the border. Police is suspicious of LRA.  This situation is building tension between the two government institutions. 
The CSC has resolved to address the issue by setting up a committee to investigate the incident. The Committee comprises of BIN, NSA and LRA. The committee will report at the July meeting in Sanniquellie",LNP suspects LRA of corruption ,,,,,
42559,2016-06-DS-WG-00460,Thomas Q. Suah,42529,2016-06-DS-WG,00460,"June, 2016 Nimba DSC",DSC,Nimba,Wee-Gbehyi-Mahn,Security concern,Wee-Gbehyi-Mahn,Salcepea City,Security Services,CF,,,"Augustine Gbarlea-LNP
Jefferson Gokor -Commissioner
Wallace Zegbuo
Wilson Sokpahson","In an effort to address this issue, the Wee-Gbeyi DSC convened an emergency meeting in Gbanquoi on June 7, 2016.The following actions were taken during the meeting.
1.	LNP cone originally situated near Saclepea on the Ganta-Saclepea highway was relocated near Weh Creek to serve as deterrent to  criminals
2.	All activities of car washing, sand mining and  coal burning have been ordered halted by the LNP
3.	Regular night patrol was launched since June 7, 2014.
4.	W-DSC agrees to solicit support from GOL and donor partners to break down the tick forest around the Wehla creek which is believed to be hideouts of the criminals.",,,,Ongoing,,,,,42529,,42535,,"W-DSC-1:
In previous meetings, Fleedin Community Forum referred to Wee-Gbeyi DSC the use of Weh creek as criminal hideouts; where drugs users and dealers reside under the impression of being car or motor bike washers, coal burners or sand miners. They sometimes hijack personal effects of peaceful citizens who live around the Wehla Community", Criminals hideout at Weh Creek in Saclepea City,,,,,
42559,2016-06-CS-NI-00461,Thomas Q. Suah,42541,2016-06-CS-NI,00461,"June, 2016 Nimba CSC",CSC,Nimba,Kparblee,Security concern,Kparblee,Payglay town,Security Services,DSC,,,"Paramount chief Morgan Sonyah,Elder David Gee and Jefferson Kwei","olice intelligence has been deployed in the district to effect the arrest since June 24.
Outcomes of this most vigorous approach will be reported by the police in the July 18 CSC meeting in Sanniquellie",,,,Ongoing,,,,,42541,,42569,,"CSC:
In the May CSC meeting the newly appointed county attorney for Nimba, Cllr. Adolphus   Karduah was mandated by the CSC to re- institute a legal process that will lead to re-examination of the Butuo murder case involving Stephen whose last name is to be identified. Stephen was allegedly released from detention through the influence of Law Maker, Sam Kogar of district #5, Nimba County.
Attorney Kanduah reported in the June meeting that police had made several trips to Kpaiblee District where Stephen is said to be living but mistakenly arrested a man who was later proven not to be the accused.
The CSC therefore requested local chiefs in the district and the community watch forum to assist police in order to bring Stephen to justice.
Paramount Morgan Sonyah, Chief Elder David Gee,Dubuzon CF Secretary, Jefferson Kwei  were invited by police on June 23,2016  to assist with the process.
Police intelligence has been deployed in the district to effect the arrest since June 24.
Outcomes of this most vigorous approach will be reported by the police in the July 18 CSC meeting in Sanniquellie.",Butuo murder suspect on the run in Kpaiblee District,,,,,
42559,2016-06-CS-NI-00462,Thomas Q. Suah,42541,2016-06-CS-NI,00462,"June, 2016 Nimba CSC",CSC,Nimba,Kparblee,Security concern,Kparblee,Yourpea Old Town,Security Services,DSC,,,"Paramount chief Morgan Sonyah,Elder David Gee and Jefferson Kwai","Police intelligence has been deployed in the district to effect the arrest since June 24.
Outcomes of this most vigorous approach will be reported by the police in the July 18 CSC meeting in Sanniquellie.",,,,Ongoing,,,,,42569,,42569,,"In the May CSC meeting the newly appointed county attorney for Nimba, Cllr. Adolphus   Karduah was mandated by the CSC to re- institute a legal process that will lead to re-examination of the Butuo murder case involving Stephen whose last name is to be identified. Stephen was allegedly released from detention through the influence of Law Maker, Sam Kogar of district #5, Nimba County.
Attorney Kanduah reported in the June meeting that police had made several trips to Kpaiblee District where Stephen is said to be living but mistakenly arrested a man who was later proven not to be the accused.
The CSC therefore requested local chiefs in the district and the community watch forum to assist police in order to bring Stephen to justice.
Paramount Morgan Sonyah, Chief Elder David Gee,Dubuzon CF Secretary, Jefferson Kwei  were invited by police on June 23,2016  to assist with the process.
Police intelligence has been deployed in the district to effect the arrest since June 24.
Outcomes of this most vigorous approach will be reported by the police in the July 18 CSC meeting in Sanniquellie.",Butuo murder suspect on the run in Kpaiblee District,,,,,
42559,2016-06-NS-YM-00463,Thomas Q. Suah,42541,2016-06-NS-YM,00463,"June, 2016 Nimba NSC",NSC,Nimba,Yarmein,Security concern,Yarmein,several communities in Yarmein,Government Corruption,DSC,,,"Standley Vonzeah
David Mahn","Actions taken by the CSC to address the issue included but not limited to:
1.	Mandated CWF county chairman, Mr. Stanley Vonzeah to launch a massive awareness campaign on the roles and responsibilities of the CWF personnel in the county.
2.	Re-vet the CWF membership with the full involvement of local leaders to include youth & women leaders’ town, clan and paramount chiefs.
3.	Report CWF members involved to police for prosecution.",,,,Ongoing,,,,,42569,,42569,,"The issue of Community Watch Forum (CWF) playing the role of both police and judge in towns and villages in Yarmein District as referred to the CSC by Y-DSC during May meeting, was discussed in the June 18 CSC meeting.
Actions taken by the CSC to address the issue included but not limited to:
1.	Mandated CWF county chairman, Mr. Stanley Vonzeah to launch a massive awareness campaign on the roles and responsibilities of the CWF personnel in the county.
2.	Re-vet the CWF membership with the full involvement of local leaders to include youth & women leaders’ town, clan and paramount chiefs.
3.	Report CWF members involved to police for prosecution.",CWF members run courts in rural Nimba,"The issue of Community Watch Forum (CWF) playing the role of both police and judge in towns and villages in Yarmein District as referred to the CSC by Y-DSC during May meeting, was discussed in the June 18 CSC meeting.
Actions taken by the CSC to address the issue included but not limited to:
1.	Mandated CWF county chairman, Mr. Stanley Vonzeah to launch a massive awareness campaign on the roles and responsibilities of the CWF personnel in the county.
2.	Re-vet the CWF membership with the full involvement of local leaders to include youth & women leaders’ town, clan and paramount chiefs.
3.	Report CWF members involved to police for prosecution.",,,,
42562,2016-07-DS-GL-00464,Thomas Q. Suah,42556,2016-07-DS-GL,00464,"July, 2016 Nimba DSC",DSC,Nimba,Gbehlay-Geh,Security concern,Gbehlay-Geh,Karnplay,Security Services,DSC,,,"Peter Leayen
Cooper Diakpo
John Dakarlea",Referred this issue to the NCSC,,,,Ongoing,,,,,42556,,42569,,"In previous Gbelay-Geh DSC meetings, the issue of limited police presence in the district was emphasized by both LNP commander and the District Superintendent. The DSC elevated this issue to the NCSC but while awaiting redress from the council, an order came from NLP authorities in Sanniquellie recalling five of the twelve officers assigned in the district. LNP district commander, Archie Dennis complained that this situation is creating panic among citizens and residents of the district in the wake of United Nations Mission’s complete withdrawal from Liberia",Limited Police presence in Gbelay-Geh,,,,,
42562,2016-07-DS-GL-00465,Thomas Q. Suah,42556,2016-07-DS-GL,00465,"July, 2016 Nimba DSC",DSC,Nimba,Gbehlay-Geh,Security concern,Gbehlay-Geh,Karnplay,Security Services,DSC,,,"Archie Dennis
Tee T. Latan
John Quato
Racheal Dau","Against this background, the DSC leadership constituted a committee to meet with the management of Radio Karn Voice of Peace, a local radio station in Karnplay to discuss the issue and find the way forward to addressing this concern. The committee will report to the DSC before its next meeting.",,,,Ongoing,,,,,42556,,42556,,"Several citizens and residents of Gbelay-Geh Statutory District have reported to GbelayGgh DSC about the abuse of Press Freedom in the district by many persons thereby undermining the hard won peace of their country.
They asserted that people who speak on Radio Karn Voice of Peace especially political opponents castigate each other, incite supporters to physically attack opponents and publically accuse people without evidence.
Against this background, the DSC leadership constituted a committee to meet with the management of Radio Karn Voice of Peace, a local radio station in Karnplay to discuss the issue and find the way forward to addressing this concern. The committee will report to the DSC before its next meeting.",Abuse of Press Freedom,,,,,
42562,2016-07-DS-GL-00466,Thomas Q. Suah,42556,2016-07-DS-GL,00466,"July, 2016 Nimba DSC",DSC,Nimba,Gbehlay-Geh,Security concern,Gbehlay-Geh,Behplay,Security Services,DSC,,,DSC mediation committee,The mediation committee will mediate the issue,,,,Ongoing,,,,,42556,,42556,,"The Gbelay-Geh DSC received report from the Bahn family that members of Gormah‘s family in Behplay town. This issue has, according to sources from the Bahn family, lasted for five years without any solution in sight.
The DSC leadership, considering the potential threat this land dispute poses for the two families and by extension, the entire town, has constituted a special committee to mediate. The committee will commence work on July 6, 2016 and report at the July meeting","The Gbelay-Geh DSC received report from the Bahn family that members of Gormah‘s family in Behplay town. This issue has, according to sources from the Bahn family, lasted for five years without any solution in sight. The DSC leadership, considering the potential threat this land dispute poses for the two families and by extension, the entire town, has constituted a special committee to mediate. The committee will commence work on July 6, 2016 and report at the July meeting",,,,,
42563,2016-07-CF-GL-00467,Thomas Q. Suah,42556,2016-07-CF-GL,00467,"July, 2016 Nimba CF",CF,Nimba,Gbehlay-Geh,Security concern,Gbehlay-Geh,Sackorlay,General Land,CF,,,"1.	Mary Whean
2.	Jeffery Miah
3.	Mark Tomah
4.	Stephen Yeaney",The leadership of the Garplay Community Forum realizing that land conflict is one of Nimba’s mayor problems wasted no time in constituting a special committee comprising of CF members from communities around Sackorlay town.,,,,Ongoing,,,,,42556,,42571,,CF members from the town of Sackarlay reported to the Garplay Community Forum in its July 6 meeting that John Berh and James Dehwor are at each other’s throat for a farm land contested for by their families.,Land dispute between John Berh and James Dehwor of Sackorlay town,,,,,
42563,2016-07-DS-YM-00468,Thomas Q. Suah,42557,2016-07-DS-YM,00468,"July, 2016 Nimba DSC",DSC,Nimba,Yarmein,Security concern,Yarmein,Yarmein District,Infrastructure,DSC,,,"1.	Thomas Gonotee-Youth Chairman
2.	Cooper Walaka,Paramount Chief
3.	Richard Gbantea,Paramount Chief
4.	Samuel Saye Bontor, Yarmein District Commissioner.","Because of the sensitivity of the issue, the Y-DSC leadership designated four members of the intervention committee to meet with the Nimba County Administration to seek for redress to this concern.",,,,Ongoing,,,,,42557,,42571,,"The acting paramount chief of Gbeleyee Chiefdom, Mr. Richard Gbantea reported to the Y-DSC that since the Karn Bridge got damaged as a result of flooding in September of 2015, the county government has paid little or no attention to the plight of the citizens and residents of Yarmein District.
The Karn River Bridge separates 85% of Yarmein District from the only commercial center in the district where farmers, petty traders, motor cyclists, students and transport service providers go to earn their living",Yarmein people risk separation from Nimba,,,,,
42563,2016-07-DS-YM-00469,Thomas Q. Suah,42557,2016-07-DS-YM,00469,"July, 2016 Nimba DSC",DSC,Nimba,Yarmein,Security concern,Yarmein,Yekepa,Public Health and Safety,DSC,,,"Lyndon Johnson
Samuel Gono
Nelson Selekpo
Saye Kotoe
George Nyeneken
Francis Torkpor",Y-DSC mediation committee is re- assigned to meet with AML management on July 15 to discuss the issue. The committee will report outcomes of the meeting with AML in the August meeting.,,,,Ongoing,,,,,42557,,42571,,"The concern described below was discussed in June meeting with action taken to address it but the action point committee was unable to meet with AML management due to ill health of two members. The committee will implement the assignment and report in the August meeting.
Security actors on the Yarmein District Security Council reported at the June 1 meeting in Gbeleyee that the world giant steel company, Arcelor Mittal (AML) which is operating mining activities in Yarmein District, especially in the Gangla and Tokardah mines near Yekepa has resolved to abandoned their access road between Mts. Tokardah and Gangla to use a new road that passes through crowded communities in Yekepa for transportation of Iron Ore on 150 tons trucks.
 Citizens of Yarmein alerted security actors on the Y-DSC to consider it as a serious security concern because they fear it will affect them in many ways including air pollution by Iron Ore dust, danger to school going kids and light commercial vehicles plighting the streets of Yekepa.",AML heavy trucks threatens communities. ,,,,,
42563,2016-07-DS-GL-00470,Thomas Q. Suah,42556,2016-07-DS-GL,00470,"July, 2016 Nimba DSC",DSC,Nimba,Gbehlay-Geh,Security concern,Gbehlay-Geh,Gborplay,Security Services,DSC,,,DSC intervention committee,"Following investigation, the two officers, Martin Wogbeh and his deputy were transferred from Gborplay to Karnplay where they will be under close monitoring by their commanders for few months before final decision can be reached by the council.",,,42569,Resolved,,,,,42569,,42569,,"In June, Gbelay-Geh DSC elevated to the NCSC the issue of harassment of Ivorian citizens by BIN officers assigned in Gborplay.
This issue was discussed by NCSC in its July 18 meeting and the council resolved that the officers involved be investigated and if found liable, be punished.",BIN officers harassment of Ivorians,,,,,
42568,2016-07-DS-ZO-00471,Joseph Y. Boimah,42559,2016-07-DS-ZO,00471,"July, 2016 Lofa DSC",DSC,Lofa,Zorzor,Security concern,Zorzor,Zorzor City,Public Health and Safety,DSC,District Authorities vs Gas Sellers,,DSC Communication and Intervention Committee,DSC has decided to invite gas sellers to a meeting to figure out ways to handle the situation,,,,Ongoing,,,,,,,,,Gas sellers in Zorzor City have engaged in rampant storage of gasoline in houses and flammable areas thereby creating fear in the city of Zorzor. Authorities are deeply concern about this and feel that if nothing is done now it could possibly lead to a fire disaster.,Fear of imminent fire disaster in Zorzor City in connection with illegal storage of gasoline and other flammable goods,"The DSC planned to hold meeting with gas sellers, was that meeting held? If yes, what was the outcome?",Issue awaiting DSC intervention,,,
42568,2016-07-DS-ZO-00472,Joseph Y. Boimah,42559,2016-07-DS-ZO,00472,"July, 2016 Lofa DSC",DSC,Lofa,Zorzor,Long-term issue,Zorzor,Zorzor City,General Land,DSC,Mawal Durley vs Gbagaorzizi & Tewee Families house spot dispute ,,DSC mediation committee,DSC has decided to invite the three parties to a conference shortly,The action plan is reasonable and can be realized ,,,Ongoing,,,,,,,,,"Mawai Dorley, Gbogorzizi and Tewee Families in Zorzor are disputing over the ownership of one house spot situated within Zorzor City. The argument has been going on for a while before it recently claimed the attention of the Zorzor DSC. Each side is claiming legitimate ownership of the house spot.",Mawal Durley vs Gbagorzizi & Tewee Families house spot dispute ,Was the planned conference held? What was the outcome of the conference?,Awaiting mediation,,,
42568,2016-07-CF-ZO-00473,Joseph Y. Boimah,42559,2016-07-CF-ZO,00473,"July, 2016 Lofa CF",CF,Lofa,Zorzor,Threat of violence,Zorzor,Wuomai,Violence,CF,Illegal alien vs Wuomai citizens,,Konia CF Communication Committee,Konia CF will refer the issue to the Zorzor DSC,BIN immediately decided to go to Wuomai to put the situation under control,,,Ongoing,,,,,,,,,"A Guinean national who is an illegal alien residing in Wuomai has engaged in threatening to kill someone in Wuomai thereby leaving the whole town in a state of panic. According to the Liberian context, all aliens who reside in rural communities are supposed to have a citizen host (stranger father)  as it is normally being referred to. But this alien has no citizens host and has become problematic in the town.",Fear of imminent violence emulating from an illegal alien threatening to harm people in Wuomai,Did the DSC intervene in the referred case? What is the outcome of the intervention?,Issue awaiting DSC intervention,,,
42568,2016-07-CF-ZO-00474,Joseph Y. Boimah,42559,2016-07-CF-ZO,00474,"July, 2016 Lofa CF",CF,Lofa,Zorzor,Long-term issue,Zorzor,Passama,Public Health and Safety,CF,GOL,,Konia CF Communication Committee,Konia CF will refer the issue to the Zorzor DSC,,,,Ongoing,,,,,,,,,The Passama health center has gone nearly two months now without drugs in said facility. The health status of the citizens has become vulnerable thus claiming the Konia CF attention. The clinic is in good form with health workers available but lacking drugs to function effectively,Lack of drugs at the Passama Health Center,Did the Zorzror DSC intervene in this issue?,Issue awaiting DSC intervention,,,
42568,2016-07-CF-ZO-00475,Joseph Y. Boimah,42559,2016-07-CF-ZO,00475,"July, 2016 Lofa CF",CF,Lofa,Zorzor,Security concern,Zorzor,Giziboiga,Security Services,CF,Citizens vs security actors,,Konia CF Communication Committee,Konia CF will refer the issue to the Zorzor DSC,,,,Ongoing,,,,,,,,,The Giziboiga border crossing point was abandoned recently by security actors leaving the citizens of Giziboiga in fear. They reported the issue to the CF member in Giziboiga and eventually referred the issue to the DSC and CF joint meeting in Konia. But the BIN is arguing that they do have a one officer on there though he is not well.,Lack of security presence at the Giziboiga border crossing point,What action has the DSC Intervention Committee taken?,Issue awaiting DSC intervention,,,
42568,2016-07-CF-ZO-00476,Joseph Y. Boimah,42559,2016-07-CF-ZO,00476,"July, 2016 Lofa CF",CF,Lofa,Zorzor,Ongoing violence,Zorzor,Wakesu,General Land,CF,Johnson Kaway vs Krubo Yongor,,Konia CF & Zorzor DSC mediation committee,Convene mediation conference with parties ASAP,,,,Ongoing,,,,,,,,,"Johnson Kaway and Krubo Yongor both of Wakesu Town have gone at loggerheads over one farm - with each side claiming ownership of the farm. Two weeks ago, the dispute intensified and subsequently reached the attention of the Zorzor District Paramount Chief and the the Magistrate of the Zorzor magisterial Court before progressing to the joint DSC and CF meeting. Both the Paramount Chief and the Magistrate looked into the case but one said the Johnson is guilty and the other said Krubo is guilty - putting the issue in further chaos.",Johnson Kaway vs Krubo Yongor farm land dispute in Wakesu,,Conflict serious but parties currently awaiting mediation,,,
42571,2016-07-CF-GO-00477,SAM W. WORLOH,42557,2016-07-CF-GO,00477,"July, 2016 Grand Gedeh CF",CF,Grand Gedeh,Gbao,Long-term issue,Gbao,"Juluzon,Quabo,Tujlah, Barkor, Jarwodee, Teledee, Dayblay, Gbarkeh, etc.",Infrastructure,CF,,14,The CFs intervention committee members ,The CFs intervention committee members referred the issue to the DSC ,,,,Ongoing,,,,,,,,,Many towns and villages within the Gbao district are having serious problems with communication. There is no GSM company within the district. Out of twenty towns at least three can boast of little signals. ,Limited network for communication,,"Out of twenty (20) Towns in Gbao district, only three(3) of them can received little signal for communication.",,,
42571,2016-07-CF-GO-00478,SAM W. WORLOH,42557,2016-07-CF-GO,00478,"July, 2016 Grand Gedeh CF",CF,Grand Gedeh,Gbao,Long-term issue,Gbao,"Quebo, Tujlah,Teledee, Jarwodee, Gbayeah etc.",Public Health and Safety,CF,,,CF intervention Committee,CF intervention Committee will encourage inhabitants of the affected communities to dig wells. ,,,,Ongoing,,,,,,,,,Many inhabitants of Gbao district are getting ill because of the constant drinking of creeks water.,LACK OF SAFE DRINKING WATER,,Many inhabitants of Gbao district are getting ill because of the constant drinking of creeks water.,,,
42571,2016-07-DS-WG-00479,Thomas Q. Suah,42564,2016-07-DS-WG,00479,"July, 2016 Nimba DSC",DSC,Nimba,Wee-Gbehyi-Mahn,Long-term issue,Wee-Gbehyi-Mahn,Saclepea City,Public Health and Safety,DSC,,,"Following extensive deliberation on the issue,  W-DSC leadership mandated the intervention committee to  create mass awareness through community radio and town hall meetings on the issue with support from W-DSC treasury and   MLDL","Following extensive deliberation on the issue,  W-DSC leadership mandated the intervention committee to  create mass awareness through community radio and town hall meetings on the issue with support from W-DSC treasury and   MLDL
 W-DSC concluded that the awareness begins in August and run for twelve weeks throughput the entire city.",,,,Ongoing,,,,,42564,,42592,,"The LNP commander of Wee-Gbeyi Administrative District and Co-Chairman of the- DSC, Sgt. Augustine Gbarlea Jr. reported to the W-DSC in its separate session on July 13 in Fleedin Town that Child Labor is on the increase in Saclepea City.
The commander asserted that children in the age range of 3-5 years are seen in all street corners and the main streets of Saclepea City selling food and other commodities.
Several members of the DSC confirmed this information and even provided updates that most of them are little girls who are usually target for rape and other abuses.",Child Labor on the increase in Saclepea,,,,,
